1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.28E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	0.00E+00
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	0.00E+00
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	1.46E-02
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	0.00E+00
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.28E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	0.00E+00
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.28E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	1.46E-02
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.28E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.28E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.28E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.28E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
1.29E+00	9.77E-03
1.29E+00	4.88E-03
